text,label,label_text
excited for today but still so much to do,2,positive
no betta nest  i think despite the heater it gets too chilly at night,0,negative
a very exciting week,2,positive
i need a nap but i wont be getting one,0,negative
nappys da new n wordby da way ilove my nappy braids  igot hangtime homie lol,2,positive
father is staying home and conference calling sorry ,0,negative
  headed to hospitol  had to pull out of the golf tourny in rd place i think i reripped something  yeah that ,0,negative
 um thats really scary please be safe  btw ill be in orlando next week,0,negative
 ugh  it today doesnt look like its going to work  im sorry,0,negative
just left work inventory was way easy  and i got to put in my highschool musical  cd it was amazing goodnight goodnight everyone ,2,positive
is starting to love twitter facebookdetox diet is working great,2,positive
  i knew it i use to love that show too  happy weekend to you too,2,positive
its so hard to keep up with everything theres the whole coldplaying twitter facebook and not to talk about real life impossible,0,negative
happy mothers day to all the wonderful moms out there moms are what makes the world stay balanced have a great mothers day,2,positive
wow a calm evening,2,positive
 nm dang you on now but i gotta bounce in like  minutes  im just chilling the usual,2,positive
no eggs today  shame was looking forward to a egg and bacon sandwich,0,negative
laughed so much today over that picture of lauren that my chest hurts,0,negative
michael scofiled noooooo   i hate the writer director n production,0,negative
respect to  for the heineken man bag  httptwitpiccomjdrg,2,positive
ughhh my leg is still cramping from my panic attack outside ulu this morning   bloody hurts,0,negative
feeling lonely and in need a a good friend,0,negative
 ahh your baby is so cute happy mothers day,2,positive
 u no there was no point pointing it out yesterday and ppl had  wait til midnight  they were kinda pissed,0,negative
 that sounds delicious,2,positive
happy mother day janey even though idk if your a mommy,2,positive
tummy hurts,0,negative
cant wait for prom and after prom party on friday,2,positive
happy mothers day everyone,2,positive
 youll be fine  dont worry  good luck again,2,positive
whats going on tonight lets partyyyyy,2,positive
happy may bank holiday british peeps,2,positive
off to work missing out on all the sunshine,0,negative
grreverytime he gets a new girlfriendim at the bottom of the totem pole,0,negative
 awww  ill let you off  but youd better be there for my next th xd,2,positive
nothing  do nte  boooooooo im totally bored,0,negative
finally leaving this place woohoo school time,2,positive
i got stung by a bee,0,negative
 if youve jailbroken or went to  early prepare to be bricked,0,negative
got a saturdays framed signed foto last night  and a valentino rossi  aswell  eee what a night,2,positive
mother happy mothers day and to all moms there  god bless yhaw all ,2,positive
 as a nj native i thank u,2,positive
just got off the phone with lainey the love of my life     now im taken a ,0,negative
 hi ty good morning happy moms day to your mom i love that your entire family is adding me on fb i love em very sweet,2,positive
oh ew thats too bad  after not using this certain lip gloss for a long time i just tried to wear it  literally making my lips burn,0,negative
had a great time celebrating mothers day  to me being a mom is the best job on earth,2,positive
my sunburn is peeling,0,negative
just gott home from work and now relaxing,2,positive
 oh no thats so annoying i have the same problem   thighs but  hips i hope they catch up soon,0,negative
happiness is like peeing your pantsnobody can see it but only you can feel its warm sensation,2,positive
httptwitpiccomtcr  ouch burnt my arm on the grill,0,negative
 congrats youre the first person ive heardread say that today,2,positive
 happy mothers day to ms pat carey,2,positive
 i never was good at platform games,0,negative
this already feels like one of those days where i just wont be able to win,0,negative
frustrated with copying gigs across usb stupid old servers,0,negative
going out to down town with a friend long time havent seen himokok i am feeling fresh again,2,positive
good night peeps give to your moms the greatest love you have   ,2,positive
 how hard is it  be running back an forth constantly ya kno workin all the time havin crazy sleepin schedules must be hard,0,negative
done with examsnow focusing on summer schooldayuumm lifes hard,0,negative
good morninï½everybody  happy mothersday to every mom,2,positive
 it was way worse than that and where were you why didnt you say hello,0,negative
_supernatural_ httptwitpiccoml  i liked old ruby best,2,positive
justin timberlake totally rocked snl tonight ooh and happy mothers day another hallmark mkting tool,2,positive
 great ill check it when i get off work  they block sims at work,2,positive
ben i love yahh babe  i miss you hope to see u tomorrow  mommy i love  you tomorrow happy mothers day happy mother day to all moms,2,positive
_nl theyre bees that will be trapped into my honeypot,0,negative
trying resco mobileforms toolkit and sample trial messages ruin everything the sample has bugs its running slow poor st impression,0,negative
and were off  to ot  exciting game like always,2,positive
_crumbles all the best for art attack thanks d follow,2,positive
 httptwitpiccomwhd  lauren is amazingwell from what i see on the hills lol  seem like a great friend to have,2,positive
_buns awesome thank you,2,positive
 well it sounds delicious ill be laying out on my patio tom sans pool  enjoy your burgers,2,positive
had a fantastic day with an amazing girl just wish sara didnt have to go home  fb,2,positive
looking for a show to turn my brain into mush so it doesnt hurt anymore  any good free online ones you know of,2,positive
cooking microwave pizzas yummy,2,positive
frank from ups last day today  sad to see him go   best delivery guy ever  hope the new guy is not a fucktard,0,negative
 for sure you and your wife seem like cool cats,2,positive
ummm no it didnt work so i guess im stuck with this uglyonee,0,negative
 nope not comin up nite gurl,0,negative
 good stuff  im great thanks x,2,positive
 they are having a closing down sale     does not look good,0,negative
listening to my favourite song allah ke bande hasde,2,positive
i want a garden  sitting inside when its sunny sucks,0,negative
wishing all the mommies out there a very happy day,2,positive
hugh isnt on it  lied last week,0,negative
 lmaaaooooo that is horrible poor thing,0,negative
 hope you feel better soon and check out my cool backround on my profile,2,positive
just burned my tongue,0,negative
my children have promised me birthday brekkie in bed theres a problem with that in that theres bugger all food in the house,0,negative
 youre in miami right i dont see a hand delivery in your near future unfortunately,0,negative
on the bus goin  work but omg seriously im sooooo tired dont know if ill survive the  hour shift,0,negative
feeling the need for more advil,0,negative
stomach ache ahhhhhh,0,negative
 i heart you girls lets hang out soon,2,positive
happy mothers day amma  i made u cake remember u loved it,2,positive
 hahahaha i didnt know it said that sheeeeittt i dont get why i cant have a picture bwaaaahhh,0,negative
 yeah that was me yesterday after i found out the house i want is sold my bank effed me over and then the car accident,0,negative
soo tired still kinda angry that i missed the concert,0,negative
first natalie and now little holly this is mean,0,negative
is excited for tonights party of ron  httpplurkcompsujth,2,positive
wtf my tweets arent posting   super excited about the weekend jfg,0,negative
now my ds just died  whatta letdown,0,negative
omg i want tf everybody on my steam friends list is playing it,0,negative
thankful for last minute doc appointments baby girl has a temp of   sitting at the docs waitin,2,positive
 hey thanks mate your cool coz you watched it,2,positive
watching role models absolutely hilarious,2,positive
long todo list little desire to do it all,0,negative
 yaaay for u cleaning ur room i said hi to u the other day  u didnt write me back,0,negative
hates these khaki pants project to do todayy,0,negative
 hope you mom is okay,2,positive
cant believe there had been nice weather all day and i was stuck in doors all day,0,negative
  true i think its important  be sensitive  it when we relate  others empathy a reminder we cant judge a book by a cover,2,positive
watching chicago  honeyyyy im with you i miss me some hey arnold and wild thornberrys,0,negative
just got back from  s party sooo much fun boom boom pow hahaha ooh and i just told my mom happy mothers day,2,positive
   hey honey  bunny here  big bunny hugs,2,positive
 in toronto  waiting for you  days to go,2,positive
 seems like working rofl  sadly money is not growing on a tree,0,negative
and why do they think how much they want it is a factor i really want to be  and fit again but thats just not going to happen,0,negative
my bff rocking hotel california now no  songs  done stay the same whats next hmmm careless whisper,0,negative
wants somebody to cheer her up,2,positive
ok all bedtime for this bonzo i just got done with my math homework and my brain is done for the day nite nite  have a great day,2,positive
is feeling the effects of spring my sinuses are killing me,0,negative
 i know thx  but ill be ok,2,positive
 i bet its cool down in sr huh its not here i havent stopped sweating since noon when dad and i were packing,0,negative
eh ive had better im excited to see ryan hurley tomorrow,2,positive
lan poker is so much fun  someone help me remember ki compre chal raha hai abhi,2,positive
i need people to talk to me please im very bored  x  follow me,0,negative
 hey negative on the primatech this handles been on the tubes for a decade longer than heroes has,0,negative
im at mcdonalds eating chicken nuggets with my kid so embarrased i droped my soda  haha it fell out of my tray lol,0,negative
watching the biggest loser on hallmark never fails to make me cry  nyeh,0,negative
_cera that is so awesome  awwww,2,positive
i miss the air canada centre and andy frost,0,negative
youtube is made of fail right now or maybe its just me that it hates,0,negative
sorry was that mean,0,negative
 following  and followers not nice,0,negative
will cook a sumptuous lunch today,2,positive
is going to work an amazing charity event for big brothers big sisters i dont mind working if its for a good cause,2,positive
 nope  het is lostfound he ,0,negative
and i just saw something real sad on my lunch a dog with two broken back legs,0,negative
a year from now is graduationi am pretty sure im not ready for it,0,negative
this class is really long and im really getting hungry,0,negative
 romance zero is funny,2,positive
 she was performing at the lifeball in vienna this year but unfortunately i didnt get the chance to see her,0,negative
 and my kid is only  and is stronger then me,2,positive
 yes and no theres some strange infection in my body thats causing me to be sicker than i need and to have a fever,0,negative
 o yea awwww how sweet u r good kids,2,positive
_believer i know thats ok most did  thanks,2,positive
 you too   happy moms get to rule and kids have to take it day,2,positive
god it pisses me off that i always enter comps  never wini am such a sore loser,0,negative
 nothing they make it up last time i checked a jar of curry sauce there was no pepper inside i was disappointed,0,negative
listening to weightless by all time low thanks to  for making me listening to it,2,positive
 thank you very much,2,positive
 i got a messgae but it didnt work cause i have a text saver not like money credit  im sad now wat do i do xoxo,0,negative
the best i could do for proof of the crack  lol  httptwitpiccomust,2,positive
wonder what white supremists have to say about this  i abhor racists httpbitlyrdf,0,negative
 thnks for followin,2,positive
 yeah  he was  and scoreless tonight,0,negative
this monarchy is gonna bleed all of us dry we are nothing more than slaves to the pigs in dc i dont reconize my country anymore,0,negative
 sorry  im a squirrellist and i only talk to black or sliver squirrels,0,negative
omg this one yesssss love this danny song,2,positive
 goodnight,2,positive
 thanks i love a good bargain,2,positive
i just vacuumed my entire house three times screw all vacuums,0,negative
star trek did not disappoint   star,2,positive
 thank u soooooo much lil mama xoxo,2,positive
checked dels new blogsite yahoo im just excited to what it will bring  go del,2,positive
 wow atleast u only have three weeksi have two months to go    are u going away,2,positive
weee internet is back here at home,2,positive
trying to finish moving stuff for tonight dont feel good,0,negative
happy mothers day to all the mamas out there be greatful and appreciate your mama,2,positive
just five more days five more long days ahh,2,positive
i really despair over the whole copyright situation httpbitlyylyi  being visually impaired means you dont deserve to read  sccr,0,negative
it baffles me how much radio shack isnt the same radio shack i grew up with,0,negative
gardening stuff i ordered got returned to sender because it was damage  need to work out how to get to a garden centre,0,negative
 sorry i didnt go  jesus wasnt feeling it and you know i cant see it with out my best bud well that movie anyways ,0,negative
 ahh dang of course it had to do that  she better email you back fast,0,negative
 im doing good thanks   and yourself and sorry lil busy at the moment,2,positive
 its been interesting today to say the least overall a good day,2,positive
 i would but im afraid i got two left feet,0,negative
i wish i can go to two different schools at the same time,2,positive
  first session  yay me,2,positive
this has been a dismal week,0,negative
my head feels sooooooooooo much better,2,positive
 hey nice seeing you on saturday glad things are going well for you,2,positive
walking back  wk its a beautiful day had  njoy it b it rains,2,positive
  im only telling the truth you know you have skills,2,positive
 whoa if the alcohol wont get you buzzed the price will,0,negative
today i salute all mothers and honour the feminineand now its time for a beer,2,positive
_mit_glee it is confusing and flippin expensive,0,negative
 i paid like  my first slightly stoopid show and now they charge  a pop   makes me sad,0,negative
 hope you had a fab time just saw your twitpics  love that you wore the dress great pic of d too,2,positive
will miss jay leno ,0,negative
 ryan baby iloveyopu    days kayleigh baby lymz cntt waiit,2,positive
 younger then mine so no problems here,2,positive
listening to some bands recommended to me by sarrah  i really like the friday night boys ,2,positive
 so my son is not the only one  thats really nice to know  he really is good at being three and dh will be late today,2,positive
it is hot here in texas and our ac upstairs is broken so its really hot at my house,0,negative
 uuuugh  i hate everything,0,negative
_dude very nice good night,2,positive
bad timing a new mommy just called for newborn pictures and i cant fit the baby into my schedule no matter how hard i try,0,negative
another fun night  chilled wit my homie  green turtle n the parkgood timesgood times,2,positive
ugh its really hot today already and its not even noon yet  i want ice water,0,negative
i wish yesterday was friday,2,positive
 ahhh fcukkki missed out again  you must fill me in with the deetzsee you tonight,0,negative
 thanks that was quick,2,positive
ahh my poor feeeeeet,0,negative
happy mothers day to all the moms out there i happen to have the greatest mom in the world  i love my mom shes my best friend,2,positive
 is there something wrong with the internet in chelmsford my tv on demad isnt working right and my internet is super slow,0,negative
i have a headache and i have nobody to keep me company   _wantstobeakiddagain,0,negative
is almost done with the thirdchapter cover page yay,2,positive
 lol sorry bout today  did u get them  what else r u guyz doinq cuz i have to c if im eligable howeva itz spelled lol,0,negative
backache,0,negative
laying in the bed boreddddd looking through old cookbooks for new recipes,0,negative
bed bed bed  do you never answer texts anymore  i thought of you the other day and sent one but never heard back sad day,0,negative
the young lady in the local chinese taking orders is it has to be said very cute indeed pity im probably twice her age,2,positive
 doodle whats wrong,0,negative
was eating a manderin but its all gone now,0,negative
having one of my bad daysmigraine today my st since my neck surgery about   months,0,negative
im having a problem with my photo here in twitter amfcant see my face,0,negative
i am sick very sick sore throat and flu,0,negative
sooo readyyy for the summerr babyyyy,2,positive
 nice  i cant ever get that from my ex,2,positive
 not but i went to his page and it made me hungry,0,negative
 maybe somethings just wrong with my phoneits still not working,0,negative
 suspect taxman is at fault,0,negative
 had to many weirdos on the other one,0,negative
just put all the original art for my comics into an album  its really nice except it shows how much i liked to cut corners to finish,2,positive
okay the man with the hook for a hand is kinda freaking me out right now,0,negative
wants to meet jeff hardy and beth britt so bad its soo annoying  x x,0,negative
 back to the lovely land of the north,2,positive
 thats depressing,0,negative
junk food and movies in a tshirt and sweats the only way tonight would be better is if i had someone to hang with,2,positive
 lol what bothers me is that im messing with my metabolism   drinking lots of water pretending its different food mmmm grapes,0,negative
disappointed she didnt win teh glassez,0,negative
 i voted and i couldnt,0,negative
been working so hard  its a drag not having time to tweet,0,negative
 wow  that had to be difficult,0,negative
  have fun wish your mums a happy mothers day for us,2,positive
getting bored sitting at the hotel room the entire day,0,negative
_jamie i guess   i was really suprised,2,positive
 yeah i know its so stupid  there no jobs i mean come on,0,negative
my cucumber has gone limp,0,negative
im way to sleepy ill watch my shows latagood nite twitfam god blessxoxo,2,positive
 nooooooooooooooo well the g will prob be out in june but that doesnt help u now,0,negative
 presentation went well  yes i also met a buch of cool people checked your portfolio nice workdetails in the projects,2,positive
 thanksmine wasnt too bad made a card for my mom had a nice nap finished some work wrote bills i have a surprise for you,2,positive
happy mothers day to all those special moms out there i luv u mommy,2,positive
i am so sorry i fell asleep first,0,negative
 i love catching people singing in their cars even better if theyre dancing,2,positive
had a horrible sleep  in a rather bad mood,0,negative
pulled from interesting meeting to an urgent support request,2,positive
 oh im so sorry i feel your pain i cant kill them either and im always the one that finds them why is that,0,negative
im always hungry all the time but now i dont even feel like eating this is not normaland my throats sore im sick,0,negative
also with the not driving part i could afford a laptop also living with a roommate i would save even more,2,positive
im watching missing pieces just coz the theme song is lost without you,0,negative
i dont think the coffee at work agreed with my tummy,0,negative
 ugh i hate queueing,0,negative
annoyed the ppt didnt save my changes  when i explicitly saved,0,negative
 there will be no vidoe evidence  i cant wait though now i just need  find a regular partner if i end up loving it,2,positive
 i chewed up a starbucks and a subway gift card at christmas time i got in big trouble i not allowed near purse,0,negative
roll me in your arms cuz i cant remember ever falling this hard avalanche by dc,0,negative
me knows what to be tested on all the exam subjects except for english  davis,0,negative
a shower feels so refreshing after a long day at the fair,2,positive
sad that the statue of liberty will completely reopen  weeks after our nyc trip,0,negative
 thats one of the reasons we thought should we have a kid  nah  lets get a piano instead    you poor buggers,0,negative
 belay the swimsuit hot tub wont be ready this weekend  sadness,0,negative
 im having a hard time using hulu  have u heard of anyone having problems that uses windows vista,0,negative
 good too thanks  so you had a nice evening with your father thats cool  thanks for the link btw,2,positive
 httptwitpiccomuzx  haha his heads bigger than yours awwwh lol,2,positive
 are you guys dead again  i cant load it up,0,negative
just watched the movie the holiday i had forgotten what a feel good movie it was  lovely evening,2,positive
is really ultra bored,0,negative
 thats a relief i feel better knowing its hereditary  have fun,2,positive
there is something wrong with me im so tired i can barely keep my eyes open yet all ive done for the last hrs is toss  turn in bed,0,negative
goodness gracious my chair broke,0,negative
boring i wanna go for taekwando,0,negative
today is going to be ah giving notice to my boss today she is going to be upset  im totally stressed,0,negative
feeling nauseous and cant sleep,0,negative
it is so cute watching matt play with the wii as i do some work,2,positive
jb are so cute  lmfao giggles,2,positive
fb is boring   and i wanna sing right now ,0,negative
  beer is an excellent excuse earlier i was sweating god knows how much not looking forward to working tomorrow,0,negative
i miss daddy and mommy,0,negative
oh snap  just broke my windshield while replacing my wiper blades,0,negative
  holla happy early mothers day,2,positive
 haha nice wheels victoria will be doing her own peddling thankfully the boys will get the free ride,2,positive
started her new job today aaand so stoked for may long  and billy is awesome,2,positive
 i know i want it to come bec im excited but then i dont bec its gonna go by so fast  then it will be over,2,positive
just got the dreaded call from babysitter  little h has bumped her head  sitter says shes fine and goose egg is going down fast,0,negative
 no i was trying to interview dr paul twomey ceo of icann phone issues cut the interview from  mins to ,0,negative
i want to go outside and play in the sunshine but i have to sit in front of a computer all day   at least i can have lunch on the patio,0,negative
 hiii freaking love you  i would be the happiest  year old girl alive if you replied to this,2,positive
pulled out the breakfast sausage for mothers day hopefully the baby sleeps in,2,positive
cant sleep  so tired goodnight maybe ,0,negative
nothing good at the five dollar sale,0,negative
i dont know what to do time is going by so fast,0,negative
feeling bad that  didnt get to see up,0,negative
 my public talk in july got canceled and i dont know why,0,negative
  oh no matey did you get ill  it would be a bit mean of suzi to be calling you chicken scabs if youre not,0,negative
 is making everything fabulous tonight,2,positive
 it is very unlucky  the day wasnt the same without you i hope to see you on wednesday though right x,0,negative
_beyond i told you people in indiana were batshit i lived there after all i feel like i escaped from that orwell book everyday,0,negative
law week is gonna go the  off  so excited,2,positive
 missed the cutoff for the free chocolate  eh wellbikini season is coming,0,negative
lucy has an upset tummy and sore leg  httpappsfacebookcomdogbookprofileview,0,negative
 workies with dad  aw that sucks working on saturday morning im about to study when are your exams,0,negative
 they actually use standard speaker wire between them too with standard terminals so no soldering involved or anything,2,positive
_distel maybe u have natural ability for languages  i envy u on that ,0,negative
 yea i was off today luv i shudve told u   anything exciting happen yet and i saw u last night,2,positive
sinus headaches suck big time,0,negative
i cant wait to be home and snuggle with my puppies and my fiance,2,positive
happy mothers day to all the american mamas,2,positive
i cannot sleep due to watching uktv food its keeps my cravings at bay i think my bodies guna ache tomro,0,negative
 sick im totally getting gh too bad you guys didnt get to play in boston,0,negative
ohh boy my babys tooth came out ,0,negative
going to sleep gonna fall asleep playing apps again tmrw is going to suck,0,negative
 i do show some discretion occasionally,0,negative
 i submitted my resume the same day and saw no answer back oh well,0,negative
sleeeep good day nice night comfy bed,2,positive
i think my ipod is sick  it doesnt want to connect to any wifi   ,0,negative
going out  i cant do this  anymore ,0,negative
 perfect thank you  ,2,positive
i got peanut butter in my beard  it felt weird after and axe body wash burnt my eyes but now theyre okay,0,negative
had a nice concert yesterday nice location nice people it was great but i have a bad cold since yesterday night  being sick sucks,2,positive
second song is coming along nicley,2,positive
 whaa  you really should   and  are definitely optional though  i liked them but im also crazy,2,positive
then back to  school,0,negative
 yay i am not the only eurovision fan on twitter  eurovision,2,positive
 yess they came to amsterdam on the th of april  best night everr have you,2,positive
had such and amazing time last night mcfly were incredible,2,positive
oh no  i wanted to go to sea but today the sun is not here  sigh,0,negative
 yes soak it up for sure its gonna be fast n furious only one show this year  more reason to revel in the moment,2,positive
got pulled over by a cop got a warning,0,negative
 ok sweet and whenever u want i am stuck in bed all weekend,0,negative
 i wasnt feeling it,0,negative
 ouch im sorry then,0,negative
_l i blame you for  price fridays replacing free book fridays they dont want you doing rrtheatre anymore,0,negative
 her son is  and captured it outsidethank god i have a little girl,2,positive
 god i need to revise today im so lazy,0,negative
my twitter is on c r a c k,0,negative
 blue skies where its still grey and hazy out of my window,0,negative
i want an iphone ,2,positive
 anyday i hate living here,0,negative
 just had my debut on thursday  the gallery lounge it was fun cant wait to do the next one,2,positive
fishing on wow while listening to ska on pandora such a lazy sunday morning,0,negative
 pineapple rocks bud,2,positive
 love that birdy nest though i already got us another kind,2,positive
june is going to be a long lonely month,0,negative
dinner smells goodman im hungry so sunny outside wish i was at wonderland,2,positive
 your window ledge is decorated quite appropriately i love it,2,positive
 ohhh french tip my fave my nails arent long enough yet tho  ill ask the manicurist,2,positive
had a  contact with both parents   grrr,0,negative
my head is hurting,0,negative
oops that would be edaust,0,negative
ugh i just want things to go back to normal i miss my best friend,0,negative
krys running mud baths and nice french food in napa w jimming,2,positive
 laura elle sen fou elle dont like the french fans,0,negative
 nigel really enjoyed it but hes got a big scratch on his side that inexplicably appeared afterwards,2,positive
 oooh really haha have they said anything about it yet ill suggest the idea on twitter if you wanthavent already,2,positive
i miss my boo,0,negative
headin homerefreshed my mind and soul justa lil bitbac to reality,2,positive
  ah you say the nicest things,2,positive
 iowa is like that sometimes it gets frustrating,0,negative
 i dont think i am my sisters refusn to get me a ticket now  what you doing next week,0,negative
 the race was saturday night jimmie didnt do so great hes still in rd place,0,negative
wonderful weekend  i love my family   friends because they are awesome happy mothers day to all the mommies ,2,positive
 im goodie i feel like we are so disconnected,0,negative
 im sorry youre not having the best day  neither am i though  are you working tonight,0,negative
 my mom is a nurse practitionerspent entire life devoted to the field  the good ones deserve to be recognized ill follow her,2,positive
 thx girl i just now woke up i cnt believe im sick now i have a fever wish i could pound nyquil  this sucks,0,negative
wellity i think ima gonna clean my room   i need to read a good book sense and sensibility here we come beat the lily,2,positive
 yeah im so excited,2,positive
_ hey watch out you dont post too many adverts on your twitter feed i wouldnt normally follow but your blog is interesting,2,positive
 yeah its not available on public market yet but will be soon looking forward im sunburnt  arms are itching boo hoo,0,negative
 oh lol yes on facebook thats a nice safe environment like a church basement,2,positive
 hes definitely my fav host ever  cant wait to watch the rest tomorrow,2,positive
 adam samberg  new moon trailor  good evening too bad my cable is off as of friday,0,negative
_loves_nkotb yupas alwayswonder when me and v will ever come back to earthgetting kinda comfy up here,2,positive
happy mothers day  show some love to your beautiful and amazing mom  ,2,positive
ok guess i need to do actual work now  how long until  pm oh no i may have to ditch early,0,negative
_lights aw whats wrong,0,negative
 thank you  id share my sundae with you but its really late and _crane says we shouldnt tell people where we are,2,positive
whatever i give up my phones about to die anyway  next time,0,negative
i miss ya boyfriend  when am i gonna see ya again brtt,0,negative
wishing i could go out of town this weekend,2,positive
 awww thank you   youre welcome lol,2,positive
 try being my height in small cars  not much fun specially on bumbpy country roads haha,0,negative
now i dont feel so good,0,negative
thank you all for your incredible support and encouragementit means so much you constantly bless me  i am thankful for you,2,positive
happy mothers day to all the moms out there we love you,2,positive
 u think u have bills haii just finished paying mine thats y im broke,0,negative
am hating my life at the moment theres only so many nos my delicate little mind can take,0,negative
so its rainy in georgia what do i do wear bright colors and hope the sun comes out  im doubtful that this is going to work,0,negative
whenever it rains its so hard to get motivated,0,negative
 lol your tweets are always fun to follow  never a dull moment with the kulps,2,positive
 so i feel like  for saying happy belated birfdayy im only a month late,0,negative
 i get to go to coffee now  its no fun i hate it too,0,negative
 just go near a hive theyll tame you,0,negative
my body hurt  i need a rub down like now,0,negative
tomorrows mothers day i need to get all my  together soon noor left it was fun  its been nine months,2,positive
_bach daps were the best lol,2,positive
 no more chemistry im gonna choose english i find it chem kinda boring in the end gonna help people  who choose chem,0,negative
ocharleys pretty good especially when its free hot waitress i think so back to work unfortunately,2,positive
happy mothers day to all mums in america,2,positive
 if a cong govt was ruling karnataka cauvery wouldnt have found a mention  truly our politicians have no integrity,0,negative
 thanks im glad you liked it its a flower made of diamonds,2,positive
 yes cant wait hope these vip passes help since people already campin out hahah,2,positive
feeling very grateful for such a great mum and family,2,positive
my heads spinning from math started to dream in formulas not good,0,negative
httpbitlysjdlp   great song cobra starship feat leighton meester,2,positive
exams are the worst mahn  to go,0,negative
checking idestroy sales sales are good,2,positive
 i love finding regional groups of twitterers glad i could connect you with a few new people,2,positive
 always come up when we have the money least its the rotten law of averages,0,negative
 is there going to sausage on it  yum yum,2,positive
 i  love the  internet,2,positive
   god peppermint mochas frappachinos are amazing  and addicting,2,positive
im bored dont want to stay home tonight but dont want to spend money  blah,0,negative
yes i am quite unsure aswell  haha,0,negative
 theres nothing wrong with having a quiet day it gives you more time to listen,2,positive
my mum would be happy to receive  handbags and a card from us today heheee,2,positive
happy baby mommas day  to all the mommas on twitterville,2,positive
 yeah and thats where everything becomes difficult and generalisations break down not an easy problem  ,0,negative
greg pritchard was robbed  ii am too gutted for words,0,negative
 looking forward to following your journey on this endeavor  just subscribed to your blog,2,positive
 dunno yet would love to though i keep missing them any other time for some reason s  have fun,2,positive
good morning im just woke up its mothers day,2,positive
glad i trudged through the first  pages of anathem  now on pgits been a long time since i wanted to call in sick just to read,2,positive
now feels like a dork for using the wrong ping group,0,negative
 yep i tolerate nothing in the facebook group,0,negative
 haha yes im jealous i dont have money to do all that,0,negative
i wish i could get sushi delivered to work,2,positive
finally friday  but still grounded till next thursday     stereos  life ,2,positive
 it was nice to meet you tonight  thanks,2,positive
had so much fun today   i love alyssa arellano and mika reyes  ,2,positive
 thank for thinking of us and caring,2,positive
may the th be with you happy star wars day  httpowlyaw,2,positive
is back home now      gonna miss every one,0,negative
  much more injustice than we can imagine now it will get worse before it gets better i am afraid no doubt here sorry,0,negative
 is it true there wont be any fantastic  sequels  i wished they introduced a franklin richards character will they,2,positive
twitterberry hates me,0,negative
 she can rock a guys world at night then make him pancakes the next morning,2,positive
 me too i hate revision,0,negative
has no internet for the weekend,0,negative
 nothing like alone time with your handheld device,2,positive
_ lol i was going to do some homework but kind of got distracted again  goodnight,2,positive
_and_zi thanks im on my way now,2,positive
 ok then have a good day,2,positive
getting ready  leave  a girl scout mettingdont feel like it but i have ,0,negative
 im going to kill the person who should have went down to manchester for me  only kidding dont want the police on my door,0,negative
at work sick  but im ok to the mall,0,negative
 good question nepal pm declaring to resign and actually resigning is two very different things ,2,positive
 thanks ill check it out ill be staying a thursday night though,2,positive
has no idea wtf twitter is about but willing to give it a go  going out for a bit,0,negative
has the greatest friends in the entire world,2,positive
sadly the time has come to put my mom in a home,0,negative
 sorry about the weather hopefully youre not in the  hour wx delays here in bwi,0,negative
the only thing i hate about playoff pens hockey is how much the tickets are i wanted to go to a game but there  a ticket,0,negative
has to do two  page assignments this weekend  there goes any chance of relaxation,0,negative
 my sleep pattern is screwed i need to try and stay up  midnight so i can get some decent sleep coz i havent slept,2,positive
why do i even try when deep down inside i kno there pain on the other side,0,negative
dont think that went well was only in there for  mins,0,negative
pshh i dont have it,0,negative
i have uncontrolable hicups right now that hurt,0,negative
 i just added a butt to your name in my phone after i made you go home in the cold because i love you,2,positive
my blackberry is soon approaching her death,0,negative
 hella worth it even if you dont need the full  now,2,positive
i just saw a load of ambulances  police cars  a car smashed up with a roof lying in the road    thats  man dead  sure    ,0,negative
 dont forget to follow emma from london   like you said you would i wish you aswered my calls  it cost me ï½,2,positive
 that sucks man,0,negative
  haha i was crying  ,0,negative
_nyc hey sweetie cnt go fri  but thnks so much,2,positive
so booooored  i learned this though ,0,negative
 i work with drunk golfers it can be exciting it wasnt bad  yours sir,2,positive
rainy day today  no car so were stuck in the house   i needed to go to the post office toobastards,0,negative
 im listening to people saying eww at out current frog disection  poor froggy,0,negative
i wonder if she knows how shallow airy  dumb her tweets make her sound i guess not bc if she didshed probably stop,0,negative
took a short nap now im ready for work my sun burn hurts,0,negative
dinner with the fam i have missed them,0,negative
   woooooo im seeing you in glasgow when you come september is agessss away but,2,positive
in cafe management the end of the month is nothing but numbers my arty little head hurts from finding discrepencies,0,negative
 anything  bookmark  keychain  surprise me,2,positive
im so unhappy being here i hate it its affecting everything my relationships with people my personality my attitude,0,negative
has got a degree in bs,2,positive
 i love old school horror movies more i got elvira tattooed on my back,2,positive
writing report cards  soooo tired but what an amazing day check it out on fb soon,2,positive
sooo glad im home  floridia was fun back in atl time to sleepthen back up to work constant grind,2,positive
twitterfails  hard right nowthis is annoying,0,negative
i am back from my weekend getaway energized for another week bring it on lol,2,positive
 im home alone in the house and imma scared  x,0,negative
 you said you  up your nose,0,negative
i work for a man that is so bad at his job that the whole team want to leave and all believe we would make more money if he wasnt here,0,negative
one downside of the nice weather it brings of the chavs,0,negative
been town with the mother  nice  sunnny,2,positive
 wooops meant i agree with boomstonetrying  reply  both lol happy mothers day to you as well  tty soon,2,positive
damm servers still down  i need to hit  before all the koxpers pass me,0,negative
_straycat i sorry  me no like when people i like dont feel well your tummy,0,negative
